ID,Year,Region,POE,Crossing,Modes,Northbound Crossing
2009-PHAR-Buses,2009,Rio Grande Valley,Hidalgo,Pharr International Bridge,Buses,89
2009-PHAR-Trucks,2009,Rio Grande Valley,Hidalgo,Pharr International Bridge,Commercial Trucks,419426
2009-PHAR-POVs,2009,Rio Grande Valley,Hidalgo,Pharr International Bridge,Passenger Vehicles,1627049
2009-PHAR-Pedestrians,2009,Rio Grande Valley,Hidalgo,Pharr International Bridge,Pedestrians/ Bicyclists,102984
2009-PHAR-Railcars,2009,Rio Grande Valley,Hidalgo,Pharr International Bridge,Railcars,0
2009-PROG-Buses,2009,Rio Grande Valley,Progreso,Progreso International Bridge,Buses,65
2009-PROG-Trucks,2009,Rio Grande Valley,Progreso,Progreso International Bridge,Commercial Trucks,45980
2009-PROG-POVs,2009,Rio Grande Valley,Progreso,Progreso International Bridge,Passenger Vehicles,790921
2009-PROG-Pedestrians,2009,Rio Grande Valley,Progreso,Progreso International Bridge,Pedestrians/ Bicyclists,1098611
2009-PROG-Railcars,2009,Rio Grande Valley,Progreso,Progreso International Bridge,Railcars,0
2009-LOSE-Buses,2009,Rio Grande Valley,Rio Grande City,Los Ebanos Ferry,Buses,0
2009-LOSE-Trucks,2009,Rio Grande Valley,Rio Grande City,Los Ebanos Ferry,Commercial Trucks,0
2009-LOSE-POVs,2009,Rio Grande Valley,Rio Grande City,Los Ebanos Ferry,Passenger Vehicles,25985
2009-LOSE-Pedestrians,2009,Rio Grande Valley,Rio Grande City,Los Ebanos Ferry,Pedestrians/ Bicyclists,28381
2009-LOSE-Railcars,2009,Rio Grande Valley,Rio Grande City,Los Ebanos Ferry,Railcars,0
2009-STAR-Buses,2009,Rio Grande Valley,Rio Grande City,Starr-Camargo Bridge,Buses,0
2009-STAR-Trucks,2009,Rio Grande Valley,Rio Grande City,Starr-Camargo Bridge,Commercial Trucks,26597
2009-STAR-POVs,2009,Rio Grande Valley,Rio Grande City,Starr-Camargo Bridge,Passenger Vehicles,536214
2009-STAR-Pedestrians,2009,Rio Grande Valley,Rio Grande City,Starr-Camargo Bridge,Pedestrians/ Bicyclists,18222
2009-STAR-Railcars,2009,Rio Grande Valley,Rio Grande City,Starr-Camargo Bridge,Railcars,0
2009-LAKF-Buses,2009,Rio Grande Valley,Roma,Lake Falcon Dam International Crossing,Buses,0
2009-LAKF-Trucks,2009,Rio Grande Valley,Roma,Lake Falcon Dam International Crossing,Commercial Trucks,11
2009-LAKF-POVs,2009,Rio Grande Valley,Roma,Lake Falcon Dam International Crossing,Passenger Vehicles,146002
2009-LAKF-Pedestrians,2009,Rio Grande Valley,Roma,Lake Falcon Dam International Crossing,Pedestrians/ Bicyclists,0
2009-LAKF-Railcars,2009,Rio Grande Valley,Roma,Lake Falcon Dam International Crossing,Railcars,0
2009-ROMA-Buses,2009,Rio Grande Valley,Roma,Roma-Ciudad Miguel Alemán International Bridge,Buses,803
2009-ROMA-Trucks,2009,Rio Grande Valley,Roma,Roma-Ciudad Miguel Alemán International Bridge,Commercial Trucks,6894
2009-ROMA-POVs,2009,Rio Grande Valley,Roma,Roma-Ciudad Miguel Alemán International Bridge,Passenger Vehicles,828262
2009-ROMA-Pedestrians,2009,Rio Grande Valley,Roma,Roma-Ciudad Miguel Alemán International Bridge,Pedestrians/ Bicyclists,288956
2009-ROMA-Railcars,2009,Rio Grande Valley,Roma,Roma-Ciudad Miguel Alemán International Bridge,Railcars,0
2010-BRID-Buses,2010,El Paso,El Paso,Bridge of the Americas,Buses,13875
2010-BRID-Trucks,2010,El Paso,El Paso,Bridge of the Americas,Commercial Trucks,321721
2010-BRID-POVs,2010,El Paso,El Paso,Bridge of the Americas,Passenger Vehicles,3572706
2010-BRID-Pedestrians,2010,El Paso,El Paso,Bridge of the Americas,Pedestrians/ Bicyclists,1011462
2010-BRID-Railcars,2010,El Paso,El Paso,Bridge of the Americas,Railcars,0
2010-ELPA-Buses,2010,El Paso,El Paso,El Paso Railroad Bridges,Buses,0
2010-ELPA-Trucks,2010,El Paso,El Paso,El Paso Railroad Bridges,Commercial Trucks,0
2010-ELPA-POVs,2010,El Paso,El Paso,El Paso Railroad Bridges,Passenger Vehicles,0
2010-ELPA-Pedestrians,2010,El Paso,El Paso,El Paso Railroad Bridges,Pedestrians/ Bicyclists,0
2010-ELPA-Railcars,2010,El Paso,El Paso,El Paso Railroad Bridges,Railcars,88742
2010-GOOD-Buses,2010,El Paso,El Paso,Good Neighbor Bridge,Buses,0
2010-GOOD-Trucks,2010,El Paso,El Paso,Good Neighbor Bridge,Commercial Trucks,0
2010-GOOD-POVs,2010,El Paso,El Paso,Good Neighbor Bridge,Passenger Vehicles,1242118
2010-GOOD-Pedestrians,2010,El Paso,El Paso,Good Neighbor Bridge,Pedestrians/ Bicyclists,0
2010-GOOD-Railcars,2010,El Paso,El Paso,Good Neighbor Bridge,Railcars,0
2010-PASO-Buses,2010,El Paso,El Paso,Paso del Norte Bridge,Buses,8979
2010-PASO-Trucks,2010,El Paso,El Paso,Paso del Norte Bridge,Commercial Trucks,0
2010-PASO-POVs,2010,El Paso,El Paso,Paso del Norte Bridge,Passenger Vehicles,2340015
2010-PASO-Pedestrians,2010,El Paso,El Paso,Paso del Norte Bridge,Pedestrians/ Bicyclists,4663490
2010-PASO-Railcars,2010,El Paso,El Paso,Paso del Norte Bridge,Railcars,0
2010-FORT-Buses,2010,El Paso,Marcelino Serna,Fort Hancock-El Porvenir Bridge,Buses,0
2010-FORT-Trucks,2010,El Paso,Marcelino Serna,Fort Hancock-El Porvenir Bridge,Commercial Trucks,0
2010-FORT-POVs,2010,El Paso,Marcelino Serna,Fort Hancock-El Porvenir Bridge,Passenger Vehicles,79624
2010-FORT-Pedestrians,2010,El Paso,Marcelino Serna,Fort Hancock-El Porvenir Bridge,Pedestrians/ Bicyclists,3377
2010-FORT-Railcars,2010,El Paso,Marcelino Serna,Fort Hancock-El Porvenir Bridge,Railcars,0
2010-PRES-Buses,2010,El Paso,Presidio,Presidio-Ojinaga International Bridge,Buses,373
2010-PRES-Trucks,2010,El Paso,Presidio,Presidio-Ojinaga International Bridge,Commercial Trucks,9298
2010-PRES-POVs,2010,El Paso,Presidio,Presidio-Ojinaga International Bridge,Passenger Vehicles,691816
2010-PRES-Pedestrians,2010,El Paso,Presidio,Presidio-Ojinaga International Bridge,Pedestrians/ Bicyclists,81643
2010-PRES-Railcars,2010,El Paso,Presidio,Presidio-Ojinaga International Bridge,Railcars,0
2010-YSLE-Buses,2010,El Paso,Ysleta,Ysleta Bridge,Buses,8
2010-YSLE-Trucks,2010,El Paso,Ysleta,Ysleta Bridge,Commercial Trucks,386139
2010-YSLE-POVs,2010,El Paso,Ysleta,Ysleta Bridge,Passenger Vehicles,2813093
2010-YSLE-Pedestrians,2010,El Paso,Ysleta,Ysleta Bridge,Pedestrians/ Bicyclists,1255702
2010-YSLE-Railcars,2010,El Paso,Ysleta,Ysleta Bridge,Railcars,0
2010-DELR-Buses,2010,Laredo,Del Rio,Del Rio International Bridge,Buses,8
2010-DELR-Trucks,2010,Laredo,Del Rio,Del Rio International Bridge,Commercial Trucks,55852
2010-DELR-POVs,2010,Laredo,Del Rio,Del Rio International Bridge,Passenger Vehicles,1210356
2010-DELR-Pedestrians,2010,Laredo,Del Rio,Del Rio International Bridge,Pedestrians/ Bicyclists,77402
2010-DELR-Railcars,2010,Laredo,Del Rio,Del Rio International Bridge,Railcars,0
2010-LAKA-Buses,2010,Laredo,Del Rio,Lake Amistad Dam Crossing,Buses,0
2010-LAKA-Trucks,2010,Laredo,Del Rio,Lake Amistad Dam Crossing,Commercial Trucks,0
2010-LAKA-POVs,2010,Laredo,Del Rio,Lake Amistad Dam Crossing,Passenger Vehicles,38820
2010-LAKA-Pedestrians,2010,Laredo,Del Rio,Lake Amistad Dam Crossing,Pedestrians/ Bicyclists,0
2010-LAKA-Railcars,2010,Laredo,Del Rio,Lake Amistad Dam Crossing,Railcars,0
2010-CAMI-Buses,2010,Laredo,Eagle Pass,Camino Real International Bridge,Buses,918
2010-CAMI-Trucks,2010,Laredo,Eagle Pass,Camino Real International Bridge,Commercial Trucks,95028
2010-CAMI-POVs,2010,Laredo,Eagle Pass,Camino Real International Bridge,Passenger Vehicles,1390946
2010-CAMI-Pedestrians,2010,Laredo,Eagle Pass,Camino Real International Bridge,Pedestrians/ Bicyclists,100045
2010-CAMI-Railcars,2010,Laredo,Eagle Pass,Camino Real International Bridge,Railcars,0
2010-EAGL-Buses,2010,Laredo,Eagle Pass,Eagle Pass International Bridge,Buses,0
2010-EAGL-Trucks,2010,Laredo,Eagle Pass,Eagle Pass International Bridge,Commercial Trucks,0
2010-EAGL-POVs,2010,Laredo,Eagle Pass,Eagle Pass International Bridge,Passenger Vehicles,1065377
2010-EAGL-Pedestrians,2010,Laredo,Eagle Pass,Eagle Pass International Bridge,Pedestrians/ Bicyclists,573186
2010-EAGL-Railcars,2010,Laredo,Eagle Pass,Eagle Pass International Bridge,Railcars,0
2010-UNIO-Buses,2010,Laredo,Eagle Pass,Union Pacific Eagle Pass Railroad Bridge,Buses,0
2010-UNIO-Trucks,2010,Laredo,Eagle Pass,Union Pacific Eagle Pass Railroad Bridge,Commercial Trucks,0
2010-UNIO-POVs,2010,Laredo,Eagle Pass,Union Pacific Eagle Pass Railroad Bridge,Passenger Vehicles,0
2010-UNIO-Pedestrians,2010,Laredo,Eagle Pass,Union Pacific Eagle Pass Railroad Bridge,Pedestrians/ Bicyclists,0
2010-UNIO-Railcars,2010,Laredo,Eagle Pass,Union Pacific Eagle Pass Railroad Bridge,Railcars,181418
2010-CANA-Buses,2010,Laredo,Laredo,Canadian Pacific Kansas City Laredo Railroad Bridge,Buses,0
2010-CANA-Trucks,2010,Laredo,Laredo,Canadian Pacific Kansas City Laredo Railroad Bridge,Commercial Trucks,0
2010-CANA-POVs,2010,Laredo,Laredo,Canadian Pacific Kansas City Laredo Railroad Bridge,Passenger Vehicles,0
2010-CANA-Pedestrians,2010,Laredo,Laredo,Canadian Pacific Kansas City Laredo Railroad Bridge,Pedestrians/ Bicyclists,0
2010-CANA-Railcars,2010,Laredo,Laredo,Canadian Pacific Kansas City Laredo Railroad Bridge,Railcars,327546
2010-COLO-Buses,2010,Laredo,Laredo,Colombia Solidarity Bridge,Buses,0
2010-COLO-Trucks,2010,Laredo,Laredo,Colombia Solidarity Bridge,Commercial Trucks,345541
2010-COLO-POVs,2010,Laredo,Laredo,Colombia Solidarity Bridge,Passenger Vehicles,238519
2010-COLO-Pedestrians,2010,Laredo,Laredo,Colombia Solidarity Bridge,Pedestrians/ Bicyclists,6195
2010-COLO-Railcars,2010,Laredo,Laredo,Colombia Solidarity Bridge,Railcars,0
2010-GTAB-Buses,2010,Laredo,Laredo,Gateway to the Americas Bridge,Buses,0
2010-GTAB-Trucks,2010,Laredo,Laredo,Gateway to the Americas Bridge,Commercial Trucks,0
2010-GTAB-POVs,2010,Laredo,Laredo,Gateway to the Americas Bridge,Passenger Vehicles,995121
2010-GTAB-Pedestrians,2010,Laredo,Laredo,Gateway to the Americas Bridge,Pedestrians/ Bicyclists,3488127
2010-GTAB-Railcars,2010,Laredo,Laredo,Gateway to the Americas Bridge,Railcars,0
2010-JUAR-Buses,2010,Laredo,Laredo,Juárez-Lincoln International Bridge,Buses,44121
2010-JUAR-Trucks,2010,Laredo,Laredo,Juárez-Lincoln International Bridge,Commercial Trucks,0
2010-JUAR-POVs,2010,Laredo,Laredo,Juárez-Lincoln International Bridge,Passenger Vehicles,3630174
2010-JUAR-Pedestrians,2010,Laredo,Laredo,Juárez-Lincoln International Bridge,Pedestrians/ Bicyclists,0
2010-JUAR-Railcars,2010,Laredo,Laredo,Juárez-Lincoln International Bridge,Railcars,0
2010-WORL-Buses,2010,Laredo,Laredo,World Trade Bridge,Buses,0
2010-WORL-Trucks,2010,Laredo,Laredo,World Trade Bridge,Commercial Trucks,1240139
2010-WORL-POVs,2010,Laredo,Laredo,World Trade Bridge,Passenger Vehicles,0
2010-WORL-Pedestrians,2010,Laredo,Laredo,World Trade Bridge,Pedestrians/ Bicyclists,93441
2010-WORL-Railcars,2010,Laredo,Laredo,World Trade Bridge,Railcars,0
2010-BROW-Buses,2010,Rio Grande Valley,Brownsville,Brownsville & Matamoros Express Bridge,Buses,0
2010-BROW-Trucks,2010,Rio Grande Valley,Brownsville,Brownsville & Matamoros Express Bridge,Commercial Trucks,0
2010-BROW-POVs,2010,Rio Grande Valley,Brownsville,Brownsville & Matamoros Express Bridge,Passenger Vehicles,1316314
2010-BROW-Pedestrians,2010,Rio Grande Valley,Brownsville,Brownsville & Matamoros Express Bridge,Pedestrians/ Bicyclists,616471
2010-BROW-Railcars,2010,Rio Grande Valley,Brownsville,Brownsville & Matamoros Express Bridge,Railcars,0
2010-FREE-Buses,2010,Rio Grande Valley,Brownsville,Free Trade International Bridge (Los Indios),Buses,7
2010-FREE-Trucks,2010,Rio Grande Valley,Brownsville,Free Trade International Bridge (Los Indios),Commercial Trucks,29721
2010-FREE-POVs,2010,Rio Grande Valley,Brownsville,Free Trade International Bridge (Los Indios),Passenger Vehicles,573204
2010-FREE-Pedestrians,2010,Rio Grande Valley,Brownsville,Free Trade International Bridge (Los Indios),Pedestrians/ Bicyclists,775
2010-FREE-Railcars,2010,Rio Grande Valley,Brownsville,Free Trade International Bridge (Los Indios),Railcars,0
2010-GATE-Buses,2010,Rio Grande Valley,Brownsville,Gateway International Bridge,Buses,1
2010-GATE-Trucks,2010,Rio Grande Valley,Brownsville,Gateway International Bridge,Commercial Trucks,0
2010-GATE-POVs,2010,Rio Grande Valley,Brownsville,Gateway International Bridge,Passenger Vehicles,1278779
2010-GATE-Pedestrians,2010,Rio Grande Valley,Brownsville,Gateway International Bridge,Pedestrians/ Bicyclists,1698786
2010-GATE-Railcars,2010,Rio Grande Valley,Brownsville,Gateway International Bridge,Railcars,0
2010-VETE-Buses,2010,Rio Grande Valley,Brownsville,Veterans International Bridge at Los Tomates,Buses,7631
2010-VETE-Trucks,2010,Rio Grande Valley,Brownsville,Veterans International Bridge at Los Tomates,Commercial Trucks,177688
2010-VETE-POVs,2010,Rio Grande Valley,Brownsville,Veterans International Bridge at Los Tomates,Passenger Vehicles,1472168
2010-VETE-Pedestrians,2010,Rio Grande Valley,Brownsville,Veterans International Bridge at Los Tomates,Pedestrians/ Bicyclists,51668
2010-VETE-Railcars,2010,Rio Grande Valley,Brownsville,Veterans International Bridge at Los Tomates,Railcars,0
2010-WEST-Buses,2010,Rio Grande Valley,Brownsville,West Rail Bridge,Buses,0
2010-WEST-Trucks,2010,Rio Grande Valley,Brownsville,West Rail Bridge,Commercial Trucks,0
2010-WEST-POVs,2010,Rio Grande Valley,Brownsville,West Rail Bridge,Passenger Vehicles,0
2010-WEST-Pedestrians,2010,Rio Grande Valley,Brownsville,West Rail Bridge,Pedestrians/ Bicyclists,0
2010-WEST-Railcars,2010,Rio Grande Valley,Brownsville,West Rail Bridge,Railcars,44074
2010-ANZA-Buses,2010,Rio Grande Valley,Hidalgo,Anzalduas International Bridge,Buses,509
2010-ANZA-Trucks,2010,Rio Grande Valley,Hidalgo,Anzalduas International Bridge,Commercial Trucks,0
2010-ANZA-POVs,2010,Rio Grande Valley,Hidalgo,Anzalduas International Bridge,Passenger Vehicles,989349
2010-ANZA-Pedestrians,2010,Rio Grande Valley,Hidalgo,Anzalduas International Bridge,Pedestrians/ Bicyclists,0
2010-ANZA-Railcars,2010,Rio Grande Valley,Hidalgo,Anzalduas International Bridge,Railcars,0
2010-MCAL-Buses,2010,Rio Grande Valley,Hidalgo,McAllen-Hidalgo International Bridge,Buses,19258
2010-MCAL-Trucks,2010,Rio Grande Valley,Hidalgo,McAllen-Hidalgo International Bridge,Commercial Trucks,0
2010-MCAL-POVs,2010,Rio Grande Valley,Hidalgo,McAllen-Hidalgo International Bridge,Passenger Vehicles,3142158
2010-MCAL-Pedestrians,2010,Rio Grande Valley,Hidalgo,McAllen-Hidalgo International Bridge,Pedestrians/ Bicyclists,2140426
2010-MCAL-Railcars,2010,Rio Grande Valley,Hidalgo,McAllen-Hidalgo International Bridge,Railcars,0
2010-PHAR-Buses,2010,Rio Grande Valley,Hidalgo,Pharr International Bridge,Buses,264
2010-PHAR-Trucks,2010,Rio Grande Valley,Hidalgo,Pharr International Bridge,Commercial Trucks,459330
2010-PHAR-POVs,2010,Rio Grande Valley,Hidalgo,Pharr International Bridge,Passenger Vehicles,1472617
2010-PHAR-Pedestrians,2010,Rio Grande Valley,Hidalgo,Pharr International Bridge,Pedestrians/ Bicyclists,104740
2010-PHAR-Railcars,2010,Rio Grande Valley,Hidalgo,Pharr International Bridge,Railcars,0
2010-DONN-Buses,2010,Rio Grande Valley,Progreso,Donna-Rio Bravo International Bridge,Buses,1
2010-DONN-Trucks,2010,Rio Grande Valley,Progreso,Donna-Rio Bravo International Bridge,Commercial Trucks,0
2010-DONN-POVs,2010,Rio Grande Valley,Progreso,Donna-Rio Bravo International Bridge,Passenger Vehicles,22233
2010-DONN-Pedestrians,2010,Rio Grande Valley,Progreso,Donna-Rio Bravo International Bridge,Pedestrians/ Bicyclists,82
2010-DONN-Railcars,2010,Rio Grande Valley,Progreso,Donna-Rio Bravo International Bridge,Railcars,0
2010-PROG-Buses,2010,Rio Grande Valley,Progreso,Progreso International Bridge,Buses,64
2010-PROG-Trucks,2010,Rio Grande Valley,Progreso,Progreso International Bridge,Commercial Trucks,43327
2010-PROG-POVs,2010,Rio Grande Valley,Progreso,Progreso International Bridge,Passenger Vehicles,545793
2010-PROG-Pedestrians,2010,Rio Grande Valley,Progreso,Progreso International Bridge,Pedestrians/ Bicyclists,824953
2010-PROG-Railcars,2010,Rio Grande Valley,Progreso,Progreso International Bridge,Railcars,0
2010-LOSE-Buses,2010,Rio Grande Valley,Rio Grande City,Los Ebanos Ferry,Buses,0
2010-LOSE-Trucks,2010,Rio Grande Valley,Rio Grande City,Los Ebanos Ferry,Commercial Trucks,0
2010-LOSE-POVs,2010,Rio Grande Valley,Rio Grande City,Los Ebanos Ferry,Passenger Vehicles,11171
2010-LOSE-Pedestrians,2010,Rio Grande Valley,Rio Grande City,Los Ebanos Ferry,Pedestrians/ Bicyclists,19344
2010-LOSE-Railcars,2010,Rio Grande Valley,Rio Grande City,Los Ebanos Ferry,Railcars,0
2010-STAR-Buses,2010,Rio Grande Valley,Rio Grande City,Starr-Camargo Bridge,Buses,0
2010-STAR-Trucks,2010,Rio Grande Valley,Rio Grande City,Starr-Camargo Bridge,Commercial Trucks,21503
2010-STAR-POVs,2010,Rio Grande Valley,Rio Grande City,Starr-Camargo Bridge,Passenger Vehicles,285880
2010-STAR-Pedestrians,2010,Rio Grande Valley,Rio Grande City,Starr-Camargo Bridge,Pedestrians/ Bicyclists,22952
2010-STAR-Railcars,2010,Rio Grande Valley,Rio Grande City,Starr-Camargo Bridge,Railcars,0
2010-LAKF-Buses,2010,Rio Grande Valley,Roma,Lake Falcon Dam International Crossing,Buses,0
2010-LAKF-Trucks,2010,Rio Grande Valley,Roma,Lake Falcon Dam International Crossing,Commercial Trucks,0
2010-LAKF-POVs,2010,Rio Grande Valley,Roma,Lake Falcon Dam International Crossing,Passenger Vehicles,87633
2010-LAKF-Pedestrians,2010,Rio Grande Valley,Roma,Lake Falcon Dam International Crossing,Pedestrians/ Bicyclists,0
2010-LAKF-Railcars,2010,Rio Grande Valley,Roma,Lake Falcon Dam International Crossing,Railcars,0
2010-ROMA-Buses,2010,Rio Grande Valley,Roma,Roma-Ciudad Miguel Alemán International Bridge,Buses,745
2010-ROMA-Trucks,2010,Rio Grande Valley,Roma,Roma-Ciudad Miguel Alemán International Bridge,Commercial Trucks,6417
2010-ROMA-POVs,2010,Rio Grande Valley,Roma,Roma-Ciudad Miguel Alemán International Bridge,Passenger Vehicles,562614
2010-ROMA-Pedestrians,2010,Rio Grande Valley,Roma,Roma-Ciudad Miguel Alemán International Bridge,Pedestrians/ Bicyclists,268695
2010-ROMA-Railcars,2010,Rio Grande Valley,Roma,Roma-Ciudad Miguel Alemán International Bridge,Railcars,0
2011-BRID-Buses,2011,El Paso,El Paso,Bridge of the Americas,Buses,11682
2011-BRID-Trucks,2011,El Paso,El Paso,Bridge of the Americas,Commercial Trucks,337609
2011-BRID-POVs,2011,El Paso,El Paso,Bridge of the Americas,Passenger Vehicles,3268176
2011-BRID-Pedestrians,2011,El Paso,El Paso,Bridge of the Americas,Pedestrians/ Bicyclists,975507
2011-BRID-Railcars,2011,El Paso,El Paso,Bridge of the Americas,Railcars,0
2011-ELPA-Buses,2011,El Paso,El Paso,El Paso Railroad Bridges,Buses,0
2011-ELPA-Trucks,2011,El Paso,El Paso,El Paso Railroad Bridges,Commercial Trucks,0
2011-ELPA-POVs,2011,El Paso,El Paso,El Paso Railroad Bridges,Passenger Vehicles,0
2011-ELPA-Pedestrians,2011,El Paso,El Paso,El Paso Railroad Bridges,Pedestrians/ Bicyclists,0
2011-ELPA-Railcars,2011,El Paso,El Paso,El Paso Railroad Bridges,Railcars,89133
2011-GOOD-Buses,2011,El Paso,El Paso,Good Neighbor Bridge,Buses,0
2011-GOOD-Trucks,2011,El Paso,El Paso,Good Neighbor Bridge,Commercial Trucks,0
2011-GOOD-POVs,2011,El Paso,El Paso,Good Neighbor Bridge,Passenger Vehicles,1149979
2011-GOOD-Pedestrians,2011,El Paso,El Paso,Good Neighbor Bridge,Pedestrians/ Bicyclists,0
2011-GOOD-Railcars,2011,El Paso,El Paso,Good Neighbor Bridge,Railcars,0
2011-PASO-Buses,2011,El Paso,El Paso,Paso del Norte Bridge,Buses,11735
2011-PASO-Trucks,2011,El Paso,El Paso,Paso del Norte Bridge,Commercial Trucks,0
2011-PASO-POVs,2011,El Paso,El Paso,Paso del Norte Bridge,Passenger Vehicles,2172439
2011-PASO-Pedestrians,2011,El Paso,El Paso,Paso del Norte Bridge,Pedestrians/ Bicyclists,4004336
2011-PASO-Railcars,2011,El Paso,El Paso,Paso del Norte Bridge,Railcars,0
2011-FORT-Buses,2011,El Paso,Marcelino Serna,Fort Hancock-El Porvenir Bridge,Buses,0
2011-FORT-Trucks,2011,El Paso,Marcelino Serna,Fort Hancock-El Porvenir Bridge,Commercial Trucks,0
2011-FORT-POVs,2011,El Paso,Marcelino Serna,Fort Hancock-El Porvenir Bridge,Passenger Vehicles,65208
2011-FORT-Pedestrians,2011,El Paso,Marcelino Serna,Fort Hancock-El Porvenir Bridge,Pedestrians/ Bicyclists,2949
2011-FORT-Railcars,2011,El Paso,Marcelino Serna,Fort Hancock-El Porvenir Bridge,Railcars,0
2011-MARC-Buses,2011,El Paso,Marcelino Serna,Marcelino Serna Bridge,Buses,0
2011-MARC-Trucks,2011,El Paso,Marcelino Serna,Marcelino Serna Bridge,Commercial Trucks,0
2011-MARC-POVs,2011,El Paso,Marcelino Serna,Marcelino Serna Bridge,Passenger Vehicles,236255
2011-MARC-Pedestrians,2011,El Paso,Marcelino Serna,Marcelino Serna Bridge,Pedestrians/ Bicyclists,55798
2011-MARC-Railcars,2011,El Paso,Marcelino Serna,Marcelino Serna Bridge,Railcars,0
2011-PRES-Buses,2011,El Paso,Presidio,Presidio-Ojinaga International Bridge,Buses,352
2011-PRES-Trucks,2011,El Paso,Presidio,Presidio-Ojinaga International Bridge,Commercial Trucks,8612
2011-PRES-POVs,2011,El Paso,Presidio,Presidio-Ojinaga International Bridge,Passenger Vehicles,597545
2011-PRES-Pedestrians,2011,El Paso,Presidio,Presidio-Ojinaga International Bridge,Pedestrians/ Bicyclists,85545
2011-PRES-Railcars,2011,El Paso,Presidio,Presidio-Ojinaga International Bridge,Railcars,0
2011-YSLE-Buses,2011,El Paso,Ysleta,Ysleta Bridge,Buses,3
2011-YSLE-Trucks,2011,El Paso,Ysleta,Ysleta Bridge,Commercial Trucks,379508
2011-YSLE-POVs,2011,El Paso,Ysleta,Ysleta Bridge,Passenger Vehicles,2557783
2011-YSLE-Pedestrians,2011,El Paso,Ysleta,Ysleta Bridge,Pedestrians/ Bicyclists,1192503
2011-YSLE-Railcars,2011,El Paso,Ysleta,Ysleta Bridge,Railcars,0
2011-DELR-Buses,2011,Laredo,Del Rio,Del Rio International Bridge,Buses,6
2011-DELR-Trucks,2011,Laredo,Del Rio,Del Rio International Bridge,Commercial Trucks,62966
2011-DELR-POVs,2011,Laredo,Del Rio,Del Rio International Bridge,Passenger Vehicles,1198737
